# This is F1TENTH simulation from 18.12.2023 at time 14:11:50
# Done with git-revision: unknown
#
# Saving: 0.02 s
#
# Controller: Recorder-Node
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015
7.78,-1.707,2.985,-0.252,0.968,-0.249,-6.476,-0.651,0.0,0.22,3.718,0.209,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,0.095,0.089,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,3.718,4.064,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,4.113,3.636,3.274,3.004,2.801,2.665,2.558,2.505,2.462,2.489,2.522,2.572,2.663,1.731,3.004,3.263,3.638,4.172,8.375,8.894,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,14.603,13.249,12.262,11.507,6.997,10.66,10.451,10.375,10.447,10.62
7.821,-1.707,2.985,-0.181,0.984,-0.18,-6.378,-0.675,0.0,0.205,3.718,0.218,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,0.095,0.089,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,3.718,4.064,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.654,3.302,3.011,2.805,2.664,2.548,2.48,2.439,2.461,2.484,2.54,1.746,2.761,2.946,3.177,3.526,4.051,8.419,8.43,65.533,65.533,2.42,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,13.463,12.463,65.533,11.125,10.747,10.513,10.41,10.44,10.602,10.928
7.86,-1.81,3.002,-0.102,0.995,-0.102,-6.215,-0.676,0.0,0.189,4.064,0.193,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,0.095,0.089,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,3.718,4.064,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.316,3.032,2.807,2.665,2.544,2.477,2.425,2.448,2.467,2.517,1.566,2.705,2.889,3.108,3.426,3.908,8.345,8.681,6.724,65.533,2.272,65.533,65.533,5.542,14.052,14.643,65.533,65.533,65.533,13.768,12.647,11.829,11.232,6.891,10.571,10.374,10.434,10.566,10.842,11.237
7.9,-1.686,3.033,-0.035,0.999,-0.035,-6.055,-0.69,0.0,0.172,4.064,0.177,-5.581,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,0.089,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,4.064,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.185,2.951,2.756,2.618,2.522,2.442,2.44,2.443,2.471,1.523,2.624,2.766,2.952,3.206,3.622,4.111,8.094,8.548,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,12.273,65.533,11.069,10.694,10.503,10.412,10.476,10.658,10.991,11.426
7.941,-1.754,3.143,0.037,0.999,0.037,-5.896,-0.661,0.0,0.154,4.064,0.162,-5.581,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,0.089,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,4.064,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.002,2.802,2.613,2.548,2.452,2.454,2.448,1.623,2.516,2.609,2.726,2.909,3.149,3.506,3.958,8.008,8.195,65.533,65.533,65.533,65.533,65.533,5.293,65.533,65.533,65.533,65.533,65.533,65.533,12.539,11.755,11.167,6.878,10.538,10.366,10.426,10.583,10.864,11.281,11.911
7.984,-1.678,3.141,0.101,0.995,0.101,-5.763,-0.652,0.0,0.154,4.064,0.143,-5.581,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,0.089,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,4.064,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,2.866,2.672,2.592,2.524,2.48,2.455,1.484,2.512,2.59,2.697,2.868,3.087,3.418,3.834,7.949,8.25,6.387,13.47,1.877,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.582,65.533,12.751,11.95,3.569,10.855,10.566,10.419,10.396,10.505,10.734,11.088,11.666,12.449
8.023,-1.449,3.188,0.144,0.99,0.143,-5.643,-0.641,0.0,0.138,4.064,0.132,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,2.866,2.672,2.592,2.524,2.48,2.455,1.484,2.512,2.59,2.697,2.868,3.087,3.418,3.834,7.949,8.25,6.387,13.47,1.877,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.582,65.533,12.751,11.95,3.569,10.855,10.566,10.419,10.396,10.505,10.734,11.088,11.666,12.449
8.073,-1.466,3.326,0.247,0.97,0.244,-5.4,-0.56,0.0,0.118,4.439,0.102,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,2.727,2.647,2.566,1.548,2.512,2.532,2.564,2.639,2.751,2.912,3.126,3.471,6.891,7.663,7.748,9.363,13.233,65.533,65.533,65.533,65.533,13.244,13.76,14.519,11.553,65.533,14.044,12.811,11.944,65.533,10.832,6.703,10.386,10.335,10.444,10.645,11.034,11.591,12.331,13.383
8.099,-1.207,3.329,0.271,0.963,0.268,-5.325,-0.542,0.0,0.072,4.439,0.082,-5.182,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,0.118,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,4.439,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,2.698,2.656,2.551,2.534,2.53,2.548,2.607,2.688,2.805,2.988,3.278,3.597,7.488,8.761,6.159,7.925,1.535,65.533,65.533,65.533,4.792,65.533,65.533,65.533,65.533,6.279,65.533,12.49,11.715,11.072,10.724,6.611,10.339,10.353,10.493,10.746,11.128,11.737,12.572,13.646
8.14,-1.207,3.329,0.317,0.95,0.311,-5.197,-0.472,0.0,0.05,4.774,0.041,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,2.728,2.651,1.655,2.555,2.552,2.591,2.647,2.733,2.895,3.092,3.383,6.406,7.718,8.372,6.04,7.772,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,12.169,11.471,10.979,10.598,10.385,10.307,10.332,10.495,10.805,11.192,11.915,12.807,14.016
8.18,-1.033,3.444,0.357,0.937,0.35,-5.067,-0.423,0.0,0.05,4.774,0.026,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,1.73,2.66,2.62,2.604,2.627,2.674,2.739,2.868,3.048,3.303,6.737,7.436,8.613,5.973,1.305,65.533,12.541,12.429,12.388,65.533,65.533,65.533,65.533,65.533,65.533,65.533,12.68,11.819,11.195,10.727,10.442,10.271,10.185,10.364,10.567,10.933,11.461,12.213,13.222,2.188
8.22,-0.843,3.523,0.383,0.928,0.373,-4.947,-0.379,0.0,0.006,4.774,0.019,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,2.768,2.709,2.678,2.67,2.689,2.74,2.85,3.006,3.21,3.487,6.557,7.398,9.308,1.146,12.895,11.914,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,12.265,11.467,65.533,10.555,10.317,10.192,10.154,10.34,10.592,11.038,11.623,12.448,13.603,5.89
8.261,-0.692,3.665,0.419,0.914,0.407,-4.742,-0.269,0.0,-0.01,5.075,-0.03,-4.785,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,0.167,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,4.774,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,2.811,2.753,2.739,2.734,2.766,2.841,2.956,3.143,3.36,6.676,7.429,8.4,5.763,65.533,12.652,12.121,12.103,12.058,12.115,12.39,12.793,13.404,14.262,15.425,14.326,12.858,12.001,11.269,10.685,10.402,10.209,10.12,10.123,10.306,10.622,11.08,11.694,12.595,65.533,5.996
8.299,-0.556,3.737,0.435,0.907,0.422,-4.649,-0.228,0.0,-0.065,5.075,-0.035,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.837,2.778,2.761,2.775,2.801,2.89,3.046,3.202,5.671,6.679,7.516,8.098,5.574,7.24,11.85,12.165,11.995,11.964,12.038,12.348,12.771,13.419,14.3,15.5,14.037,12.692,11.833,11.142,10.617,10.339,2.945,10.098,10.142,10.329,10.641,11.13,11.786,12.741,13.913,6.048
8.341,-0.556,3.737,0.452,0.9,0.436,-4.468,-0.114,0.0,-0.077,5.075,-0.086,-4.389,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,0.219,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,5.075,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.899,2.862,2.84,2.848,2.897,2.98,3.138,3.3,6.351,0.89,7.149,7.525,65.533,7.098,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,2.555,2.525,2.545,2.527,2.554,2.564,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,12.565,13.796,15.46
8.379,0.368,3.84,0.441,0.904,0.427,-4.316,-0.039,0.0,-0.077,5.345,-0.084,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.899,2.862,2.84,2.848,2.897,2.98,3.138,3.3,6.351,0.89,7.149,7.525,65.533,7.098,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,2.555,2.525,2.545,2.527,2.554,2.564,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,12.565,13.796,15.46
8.421,0.262,4.111,0.43,0.909,0.417,-4.134,0.052,0.0,-0.133,5.345,-0.125,-3.991,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,0.258,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,5.345,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.995,2.945,2.916,2.928,2.964,3.069,3.199,0.848,6.341,6.126,7.011,7.99,7.872,6.939,65.533,11.79,11.625,11.558,11.634,11.893,12.289,12.877,13.643,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.193,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533
8.469,-0.226,4.13,0.438,0.906,0.424,-3.978,0.163,0.0,-0.13,5.496,-0.134,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,3.06,3.012,2.986,2.983,3.05,0.845,3.255,5.701,6.417,6.829,7.751,5.316,7.818,65.533,65.533,65.533,65.533,65.533,3.405,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.738,2.765,10.053,10.339,10.783,11.323,12.273,13.427,15.042
8.505,0.346,4.347,0.432,0.908,0.419,-3.81,0.241,0.0,-0.185,5.496,-0.177,-3.591,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,0.27,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,5.496,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,3.129,3.084,3.062,3.052,3.126,3.2,5.373,5.512,6.494,7.072,7.82,5.073,7.702,12.026,65.533,65.533,65.533,65.533,3.205,65.533,65.533,65.533,65.533,5.999,5.689,4.879,65.533,65.533,65.533,65.533,65.533,6.714,6.051,9.905,10.236,10.673,11.233,12.1,5.255,14.751
8.54,0.511,4.452,0.419,0.913,0.407,-3.656,0.349,0.0,-0.232,5.496,-0.18,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.166,3.131,3.089,3.104,3.161,3.226,5.8,6.098,6.461,7.042,7.77,4.981,7.693,65.533,65.533,65.533,65.533,65.533,3.094,65.533,65.533,65.533,65.533,5.924,5.628,65.533,65.533,65.533,65.533,65.533,65.533,6.649,6.038,9.832,10.161,10.589,11.149,11.925,13.008,14.401
8.58,0.734,4.545,0.392,0.924,0.382,-3.487,0.429,0.0,-0.232,5.65,-0.175,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,1.019,3.202,3.161,3.183,3.213,3.279,5.809,6.077,6.39,6.953,7.661,4.838,7.353,10.817,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,5.543,5.278,65.533,65.533,65.533,65.533,65.533,6.593,6.571,65.533,9.997,10.371,10.856,11.486,12.585,5.372
8.621,1.109,4.622,0.355,0.938,0.347,-3.301,0.504,0.0,-0.236,5.65,-0.208,-3.192,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,0.253,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,5.65,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.382,3.3,3.228,3.242,3.25,3.451,5.786,6.026,6.333,6.782,7.398,4.73,7.141,10.866,11.514,10.487,10.795,10.644,10.595,10.686,10.922,11.304,11.875,65.533,9.427,8.691,65.533,65.533,65.533,65.533,65.533,65.533,6.545,6.544,9.789,10.137,10.538,11.153,11.954,13.162
8.661,1.109,4.622,0.31,0.952,0.305,-3.133,0.574,0.0,-0.23,5.854,-0.198,-2.794,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,2.732,0.212,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,2.137,5.854,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.015,3.5,3.402,3.314,3.289,3.289,5.394,5.726,5.909,5.903,6.48,6.367,4.621,7.784,6.086,11.41,11.077,10.675,10.494,10.276,2.386,65.533,65.533,65.533,65.533,65.533,65.533,8.411,65.533,65.533,65.533,65.533,65.533,6.447,6.482,65.533,65.533,65.533,2.787,65.533,65.533
8.704,1.328,4.704,0.258,0.967,0.256,-2.951,0.632,0.0,-0.256,5.854,-0.188,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,2.732,2.431,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,2.137,2.399,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.015,3.243,3.635,3.49,3.388,3.356,3.326,5.582,5.672,5.332,6.073,6.372,6.424,4.538,7.809,7.575,10.251,11.056,9.965,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,5.271,4.983,4.81,65.533,65.533,65.533,65.533,6.497,6.476,65.533,65.533,65.533,65.533,65.533,65.533
8.743,1.15,4.813,0.216,0.977,0.214,-2.761,0.681,0.0,-0.244,6.071,-0.211,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,2.732,2.431,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,2.137,2.399,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.015,3.243,3.699,3.536,3.424,3.382,3.336,5.59,5.271,5.299,6.034,6.318,6.471,4.537,6.096,6.746,10.413,11.035,9.999,10.275,10.078,10.016,2.03,10.232,10.525,10.991,11.647,12.511,13.772,12.579,11.522,4.048,10.257,9.912,9.602,9.527,9.536,65.533,65.533,65.533,65.533,65.533
8.784,1.037,4.898,0.18,0.984,0.179,-2.563,0.731,0.0,-0.244,6.071,-0.205,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,2.732,2.431,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,2.137,2.399,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.015,3.243,3.699,3.536,3.424,3.382,3.336,5.59,5.271,5.299,6.034,6.318,6.471,4.537,6.096,6.746,10.413,11.035,9.999,10.275,10.078,10.016,2.03,10.232,10.525,10.991,11.647,12.511,13.772,12.579,11.522,4.048,10.257,9.912,9.602,9.527,9.536,65.533,65.533,65.533,65.533,65.533
8.821,1.589,5.013,0.132,0.991,0.131,-2.366,0.773,0.0,-0.27,6.274,-0.222,-2.399,-2.006,-1.615,-1.224,-0.833,-0.44,-0.044,0.355,0.754,1.152,1.544,1.921,2.273,2.585,2.837,3.002,3.047,2.952,2.732,2.431,0.151,0.077,-0.004,-0.089,-0.171,-0.243,-0.3,-0.333,-0.335,-0.299,-0.218,-0.086,0.103,0.352,0.661,1.024,1.419,1.805,2.137,2.399,6.071,6.274,6.465,6.185,5.759,5.386,5.057,4.765,4.499,4.248,4.008,3.775,3.545,3.316,3.101,2.942,2.906,2.921,3.015,3.243,3.822,3.642,3.498,3.421,3.369,5.582,5.34,5.508,5.924,6.202,6.562,7.017,6.509,6.521,9.048,10.88,10.473,65.533,65.533,7.828,4.656,65.533,65.533,65.533,65.533,65.533,5.048,4.789,4.61,4.503,3.917,65.533,65.533,65.533,6.442,9.594,9.776,10.035,10.551,11.213
