translational_control,angular_control,pose_x,pose_y,pose_theta,linear_vel_x,linear_vel_y,angular_vel_z,pose_theta_cos,pose_theta_sin,slip_angle,steering_angle,LIDAR_0,LIDAR_1,LIDAR_2,LIDAR_3,LIDAR_4,LIDAR_5,LIDAR_6,LIDAR_7,LIDAR_8,LIDAR_9,LIDAR_10,LIDAR_11,LIDAR_12,LIDAR_13,LIDAR_14,LIDAR_15,LIDAR_16,LIDAR_17,LIDAR_18,LIDAR_19,LIDAR_20,LIDAR_21,LIDAR_22,LIDAR_23,LIDAR_24,LIDAR_25,LIDAR_26,LIDAR_27,LIDAR_28,LIDAR_29,LIDAR_30,LIDAR_31,LIDAR_32,LIDAR_33,LIDAR_34,LIDAR_35,LIDAR_36,LIDAR_37,LIDAR_38,LIDAR_39,LIDAR_40,LIDAR_41,LIDAR_42,LIDAR_43,LIDAR_44,LIDAR_45,LIDAR_46,LIDAR_47,LIDAR_48,LIDAR_49,LIDAR_50,LIDAR_51,LIDAR_52,LIDAR_53,LIDAR_54,LIDAR_55,LIDAR_56,LIDAR_57,LIDAR_58,LIDAR_59,LIDAR_60,LIDAR_61,LIDAR_62,LIDAR_63,LIDAR_64,LIDAR_65,LIDAR_66,LIDAR_67
5.703000068664551,-1.496000051498413,-26.591,6.736,-1.742,16.674,0.0,-0.737,-0.171,-0.985,-1.079,-0.093,2.261,2.342,2.469,2.636,2.814,3.047,3.391,4.139,7.874,7.609,7.357,7.05,6.694,6.425,6.032,5.631,5.193,4.76,4.213,3.71,3.314,2.764,2.252,1.988,1.602,1.428,1.221,1.107,1.019,0.936,0.905,0.837,0.835,0.722,0.736,0.695,0.705,0.64,0.628,0.632,0.608,0.595,0.582,0.572,0.573,0.534,0.526,0.585,0.566,0.54,0.538,0.569,0.58,0.566,0.578,0.578,0.643,0.607,0.598,0.625,0.673,0.709,0.7,0.763,0.771,0.893,0.978,1.244
7.0,0.4429999887943268,-27.062,6.563,-1.827,16.799,0.0,-6.58,-0.253,-0.967,-0.901,-0.138,1.89,1.924,2.019,2.093,2.218,2.412,2.582,2.789,3.165,7.563,7.33,7.021,6.782,6.535,6.276,5.91,5.656,5.26,4.947,4.606,4.205,3.838,3.458,3.066,2.797,2.397,2.132,1.892,1.678,1.599,1.427,1.313,1.25,1.118,1.097,1.027,0.96,0.924,0.833,0.828,0.818,0.765,0.787,0.736,0.728,0.71,0.715,0.694,0.675,0.672,0.682,0.652,0.648,0.695,0.673,0.638,0.688,0.651,0.678,0.722,0.687,0.723,0.707,0.749,0.764,0.751,0.796,0.772
5.291999816894531,-2.440000057220459,-27.519,6.348,-2.067,16.923,0.0,-10.297,-0.476,-0.879,-0.592,-0.125,1.447,1.456,1.495,1.542,1.611,1.677,1.761,1.823,1.899,2.001,2.108,2.34,2.626,3.007,7.085,6.894,6.647,6.382,6.134,5.863,5.607,5.327,5.067,4.715,4.419,4.166,3.796,3.516,3.179,2.922,2.702,2.423,2.207,2.056,1.843,1.73,1.598,1.468,1.45,1.277,1.256,1.151,1.129,1.029,0.99,0.974,0.931,0.893,0.905,0.871,0.829,0.868,0.845,0.84,0.799,0.789,0.783,0.782,0.756,0.732,0.749,0.786,0.719,0.779,0.743,0.791,0.743,0.771
5.494999885559082,-3.5,-27.966,6.106,-2.394,17.046,0.0,-11.743,-0.733,-0.68,-0.228,-0.198,1.184,1.19,1.211,1.186,1.25,1.274,1.288,1.311,1.38,1.4,1.433,1.499,1.499,1.568,1.684,1.767,1.894,2.071,2.231,2.554,6.795,6.604,6.366,6.173,5.968,5.692,5.498,5.231,4.948,4.732,4.444,4.185,3.942,3.647,3.429,3.176,2.898,2.704,2.495,2.332,2.174,1.996,1.897,1.771,1.646,1.57,1.433,1.396,1.306,1.281,1.221,1.149,1.124,1.103,1.033,1.02,0.985,0.967,0.954,0.963,0.921,0.904,0.883,0.883,0.879,0.859,0.853,0.859
4.0329999923706055,-3.5,-28.411,5.85,-2.749,17.169,0.0,-11.701,-0.924,-0.383,0.125,-0.294,1.09,1.108,1.112,1.14,1.108,1.096,1.072,1.097,1.136,1.136,1.142,1.118,1.221,1.218,1.212,1.243,1.274,1.295,1.378,1.379,1.46,1.553,1.728,1.773,1.948,2.19,2.509,6.438,6.229,6.046,5.83,5.582,5.372,5.169,4.948,4.681,4.445,4.216,3.997,3.759,3.522,3.344,3.128,2.919,2.771,2.527,2.34,2.23,2.091,1.924,1.848,1.799,1.655,1.588,1.476,1.437,1.399,1.325,1.288,1.231,1.208,1.205,1.128,1.101,1.079,1.033,1.033,1.046
7.0,-3.5,-28.862,5.599,-3.091,17.29,0.0,-10.709,-0.999,-0.05,0.432,-0.39,1.203,1.152,1.13,1.097,1.075,1.067,1.023,1.029,1.043,1.044,1.054,1.012,1.011,1.028,1.047,1.057,1.049,1.079,1.063,1.098,1.16,1.14,1.212,1.231,1.256,1.33,1.387,1.438,1.528,1.645,1.768,2.068,2.289,6.175,5.984,5.75,5.58,5.385,5.186,4.939,4.77,4.513,4.352,4.124,3.868,3.65,3.495,3.29,3.11,2.937,2.792,2.61,2.466,2.33,2.178,2.055,1.942,1.854,1.752,1.678,1.578,1.524,1.48,1.391,1.372,1.319,1.285,1.243
-4.0960001945495605,-0.7390000224113464,-29.327,5.367,2.885,17.41,0.0,-9.138,-0.967,0.254,0.675,-0.422,1.353,1.253,1.266,1.192,1.165,1.148,1.098,1.063,1.034,1.058,0.996,0.955,1.011,0.96,0.948,0.975,0.97,0.963,0.994,0.967,1.019,1.003,1.017,1.008,1.054,1.095,1.074,1.099,1.182,1.2,1.292,1.307,1.373,1.498,1.596,1.704,1.859,6.146,5.948,5.724,5.557,5.355,5.135,4.942,4.767,4.538,4.349,4.156,3.946,3.792,3.614,3.408,3.249,3.084,2.909,2.727,2.625,2.461,2.356,2.224,2.159,1.978,1.934,1.831,1.743,1.695,1.639,1.558
5.181000232696533,3.5,-29.809,5.169,2.565,17.287,0.0,-13.616,-0.838,0.545,0.908,-0.422,1.852,1.732,1.591,1.436,1.422,1.312,1.243,1.185,1.117,1.074,1.078,1.015,0.98,1.024,0.95,0.975,0.961,0.957,0.931,0.931,0.957,0.905,0.933,0.897,0.947,0.933,0.948,0.925,0.981,0.961,1.019,1.071,1.086,1.115,1.135,1.196,1.227,1.32,1.422,1.493,1.686,1.936,5.911,5.764,5.58,5.367,5.149,4.992,4.744,4.569,4.384,4.23,3.975,3.831,3.636,3.477,3.333,3.142,2.965,2.842,2.742,2.603,2.454,2.318,2.209,2.125,2.04,1.978
7.0,3.5,-30.306,5.017,2.201,17.408,0.0,-8.924,-0.589,0.808,1.163,-0.326,5.001,4.539,3.907,3.202,2.582,2.049,1.801,1.639,1.514,1.355,1.267,1.214,1.144,1.197,1.064,1.062,1.054,1.011,0.966,0.952,0.944,0.925,0.909,0.899,0.864,0.87,0.879,0.906,0.862,0.864,0.927,0.914,0.927,0.905,0.967,0.975,0.969,1.011,1.049,1.092,1.1,1.121,1.216,1.295,1.374,1.534,1.74,5.993,5.798,5.56,5.355,5.16,4.967,4.773,4.557,4.385,4.148,3.99,3.835,3.68,3.527,3.315,3.214,3.061,2.927,2.766,2.619,2.481
-2.625,-3.5,-30.82,4.922,1.987,17.527,0.0,-3.469,-0.404,0.915,1.255,-0.23,6.937,6.564,6.232,5.828,5.318,4.617,3.281,2.151,1.835,1.573,1.474,1.391,1.259,1.159,1.09,1.072,1.051,0.992,1.005,0.935,0.924,0.919,0.867,0.868,0.862,0.873,0.866,0.82,0.831,0.808,0.877,0.839,0.874,0.859,0.872,0.848,0.852,0.908,0.947,0.956,1.002,1.025,1.07,1.125,1.169,1.329,1.43,1.536,2.152,5.915,5.687,5.531,5.303,5.107,4.863,4.63,4.456,4.27,4.119,3.93,3.762,3.566,3.39,3.283,3.152,2.959,2.793,2.703
-7.0,-1.055999994277954,-31.344,4.891,1.852,17.449,0.0,-6.628,-0.278,0.961,1.266,-0.326,8.441,7.967,7.559,7.185,6.702,6.283,5.605,2.385,1.845,1.622,1.411,1.291,1.179,1.152,1.068,1.025,0.998,0.956,0.948,0.889,0.901,0.863,0.864,0.815,0.802,0.827,0.81,0.831,0.817,0.812,0.819,0.817,0.807,0.819,0.877,0.849,0.844,0.849,0.947,0.949,0.976,1.013,1.085,1.164,1.252,1.304,1.51,1.718,6.118,5.879,5.682,5.492,5.258,5.016,4.833,4.634,4.401,4.228,4.031,3.882,3.652,3.518,3.303,3.144,3.073,2.897,2.796,2.659
6.927999973297119,-0.5849999785423279,-31.864,4.925,1.561,17.239,0.0,-15.656,0.009,1.0,1.426,-0.358,4.217,4.52,4.805,5.217,10.168,9.517,8.909,8.429,7.99,7.472,7.019,2.018,1.671,1.401,1.354,1.218,1.15,1.086,0.997,0.98,0.936,0.907,0.894,0.891,0.851,0.839,0.834,0.777,0.801,0.784,0.833,0.843,0.855,0.847,0.833,0.832,0.844,0.859,0.88,0.884,0.869,0.967,0.942,1.027,1.021,1.099,1.164,1.23,1.335,1.513,1.724,6.201,5.975,5.785,5.568,5.337,5.128,4.9,4.674,4.487,4.267,4.093,3.913,3.691,3.53,3.385,3.218,3.097
2.821000099182129,3.5,-32.371,5.031,1.171,17.359,0.0,-7.815,0.389,0.921,1.66,-0.375,3.046,3.17,3.336,3.575,3.755,3.957,4.188,4.424,4.618,4.936,5.248,5.732,10.996,10.267,9.581,8.997,8.478,1.762,1.528,1.351,1.209,1.156,1.075,1.041,0.998,0.966,0.968,0.904,0.932,0.865,0.819,0.865,0.819,0.851,0.837,0.815,0.832,0.842,0.831,0.826,0.812,0.812,0.869,0.863,0.945,0.948,0.911,0.964,1.041,1.054,1.079,1.164,1.29,1.295,1.446,1.717,2.149,6.195,5.95,5.708,5.506,5.358,5.09,4.858,4.638,4.431,4.18,4.029
6.38700008392334,1.4160000085830688,-32.858,5.217,0.99,17.444,0.0,-2.515,0.549,0.836,1.675,-0.279,2.978,3.091,3.271,3.39,3.591,3.763,3.934,4.152,4.391,4.604,4.842,5.121,5.405,5.685,6.103,6.715,11.073,10.305,1.601,1.424,1.268,1.259,1.122,1.074,1.068,0.996,0.951,0.958,0.885,0.885,0.841,0.885,0.869,0.866,0.869,0.866,0.82,0.865,0.86,0.818,0.874,0.875,0.912,0.87,0.873,0.925,0.976,0.979,0.98,1.06,1.112,1.19,1.227,1.303,1.356,1.555,1.813,6.386,6.152,5.932,5.78,5.577,5.311,5.055,4.901,4.654,4.411,4.235
-5.038000106811523,-3.5,-33.31,5.483,0.984,17.563,0.0,4.037,0.554,0.832,1.523,-0.237,3.483,3.59,3.818,4.02,4.191,4.356,4.586,4.813,5.0,5.273,5.493,5.838,6.128,6.466,1.756,1.54,1.418,1.271,1.148,1.131,1.111,1.052,1.042,0.989,0.982,0.921,0.926,0.892,0.9,0.851,0.846,0.858,0.85,0.858,0.896,0.845,0.857,0.823,0.909,0.894,0.872,0.945,0.991,0.953,0.998,1.041,1.082,1.138,1.17,1.235,1.324,1.426,1.636,1.859,6.391,6.167,5.943,5.733,5.545,5.285,5.115,4.846,4.661,4.447,4.257,4.065,3.81,3.603
-2.9179999828338623,-1.7350000143051147,-33.717,5.814,1.021,17.412,0.0,-4.032,0.522,0.853,1.344,-0.333,4.208,4.444,4.656,4.84,5.057,5.25,5.468,5.776,6.024,2.04,1.655,1.515,1.342,1.234,1.161,1.106,1.07,1.041,1.003,0.981,0.948,0.907,0.912,0.892,0.89,0.886,0.898,0.848,0.901,0.839,0.861,0.915,0.846,0.894,0.896,0.909,0.926,0.968,0.958,0.942,1.059,1.051,1.059,1.077,1.174,1.281,1.308,1.481,1.554,1.775,6.341,6.171,5.952,5.707,5.535,5.334,5.042,4.842,4.65,4.453,4.242,4.009,3.818,3.649,3.392,3.253,3.071,2.915
3.187000036239624,-2.944000005722046,-34.072,6.196,0.856,17.325,0.0,-8.43,0.656,0.755,1.373,-0.385,4.233,4.4,4.591,4.773,4.993,5.194,5.358,5.586,5.79,6.029,1.811,1.508,1.462,1.337,1.286,1.173,1.151,1.124,1.085,1.007,0.974,0.941,0.903,0.975,0.94,0.881,0.903,0.874,0.898,0.849,0.879,0.883,0.877,0.916,0.887,0.905,0.878,0.941,0.944,1.013,1.007,0.994,1.092,1.105,1.124,1.214,1.297,1.409,1.525,1.661,2.039,6.318,6.089,5.829,5.646,5.418,5.21,4.956,4.805,4.593,4.38,4.171,3.922,3.748,3.525,3.431,3.272,3.034
7.0,1.5800000429153442,-34.37,6.622,0.649,17.42,0.0,-4.128,0.797,0.604,1.435,-0.444,3.986,4.132,4.351,4.587,4.745,4.907,5.078,5.278,5.47,5.7,5.875,2.02,1.667,1.455,1.442,1.328,1.253,1.157,1.161,1.081,1.026,0.983,0.98,0.946,0.943,0.921,0.892,0.899,0.888,0.855,0.886,0.896,0.866,0.865,0.861,0.904,0.903,0.903,0.91,0.959,0.936,1.003,0.986,1.016,1.095,1.114,1.209,1.242,1.294,1.465,1.562,1.68,2.176,6.201,6.047,5.775,5.58,5.318,5.117,4.937,4.738,4.474,4.241,4.059,3.896,3.702,3.511,3.345
-4.191999912261963,2.0999999046325684,-34.604,7.09,0.573,17.54,0.0,0.481,0.84,0.542,1.366,-0.396,4.3,4.516,4.651,4.89,5.058,5.24,5.464,5.622,5.802,5.981,1.835,1.613,1.485,1.344,1.257,1.179,1.125,1.089,1.038,1.008,0.964,0.949,0.954,0.947,0.917,0.878,0.864,0.865,0.852,0.858,0.856,0.862,0.865,0.876,0.91,0.878,0.898,0.969,0.928,0.941,0.98,0.99,1.024,1.083,1.11,1.178,1.292,1.292,1.432,1.633,1.827,2.269,6.114,5.881,5.725,5.421,5.26,5.05,4.86,4.583,4.339,4.207,4.026,3.811,3.607,3.448,3.289,3.097
-0.3959999978542328,-2.86299991607666,-34.77,7.588,0.511,17.414,0.0,-6.62,0.872,0.489,1.292,-0.333,4.69,4.908,5.076,5.282,5.497,5.676,5.809,5.948,2.091,1.613,1.455,1.398,1.282,1.219,1.148,1.119,1.036,0.997,1.004,0.943,0.935,0.935,0.897,0.904,0.908,0.896,0.857,0.872,0.847,0.848,0.861,0.854,0.893,0.898,0.868,0.896,0.907,0.947,0.968,0.994,0.984,1.035,1.065,1.173,1.197,1.295,1.371,1.488,1.643,2.006,6.132,5.92,5.697,5.577,5.341,5.128,4.896,4.608,4.47,4.258,4.067,3.859,3.709,3.526,3.282,3.143,2.988,2.88
7.0,3.5,-34.867,8.101,0.307,17.402,0.0,-7.332,0.953,0.302,1.362,-0.419,4.356,4.622,4.785,5.017,5.211,5.401,5.593,5.79,5.943,6.174,1.812,1.567,1.429,1.328,1.204,1.164,1.122,1.089,1.005,0.998,0.992,0.911,0.918,0.932,0.914,0.886,0.87,0.876,0.869,0.863,0.865,0.811,0.837,0.822,0.864,0.856,0.861,0.916,0.934,0.959,0.951,1.01,1.04,1.044,1.089,1.149,1.218,1.251,1.405,1.566,1.741,6.107,5.949,5.78,5.617,5.398,5.235,5.03,4.78,4.619,4.371,4.125,3.95,3.778,3.567,3.39,3.235,3.083
-0.1089999973773956,3.5,-34.894,8.623,0.14,17.522,0.0,-2.0,0.99,0.14,1.387,-0.323,4.297,4.485,4.7,4.946,5.11,5.359,5.564,5.719,5.902,6.067,2.156,1.679,1.544,1.424,1.301,1.192,1.13,1.058,1.045,1.003,0.965,0.9,0.911,0.889,0.856,0.855,0.865,0.837,0.874,0.881,0.835,0.851,0.868,0.868,0.861,0.847,0.86,0.866,0.89,0.897,0.902,0.938,0.952,1.004,1.042,1.108,1.161,1.227,1.333,1.405,1.578,1.912,6.102,5.914,5.658,5.488,5.318,5.089,4.888,4.723,4.561,4.337,4.119,3.903,3.728,3.534,3.36,3.184
-7.0,-1.159000039100647,-34.847,9.146,0.074,17.519,0.0,-2.464,0.997,0.073,1.32,-0.227,4.64,4.861,5.086,5.276,5.476,5.729,5.921,6.072,6.262,1.84,1.521,1.367,1.293,1.169,1.126,1.076,1.019,0.987,0.953,0.951,0.894,0.919,0.876,0.855,0.874,0.83,0.835,0.821,0.816,0.81,0.774,0.819,0.837,0.813,0.839,0.893,0.878,0.91,0.902,0.903,1.002,1.007,1.005,1.099,1.139,1.172,1.243,1.42,1.521,1.742,2.229,5.908,5.733,5.503,5.272,5.102,4.947,4.711,4.503,4.319,4.174,3.954,3.763,3.584,3.452,3.277,3.102,2.923
7.0,-0.2179999947547912,-34.733,9.657,-0.09,17.309,0.0,-11.129,0.996,-0.09,1.356,-0.262,4.426,4.703,4.904,5.195,5.368,5.573,5.781,5.981,6.217,1.944,1.566,1.441,1.336,1.226,1.188,1.106,1.061,0.958,0.946,0.923,0.922,0.869,0.912,0.847,0.859,0.834,0.844,0.859,0.818,0.8,0.791,0.847,0.806,0.81,0.833,0.851,0.854,0.898,0.895,0.905,0.936,0.974,1.019,1.031,1.079,1.166,1.229,1.316,1.394,1.606,1.83,6.156,5.879,5.602,5.408,5.162,4.995,4.755,4.618,4.345,4.187,4.082,3.901,3.682,3.498,3.336,3.21,3.059
-6.678999900817871,2.1519999504089355,-34.554,10.145,-0.351,17.429,0.0,-3.998,0.939,-0.344,1.476,-0.268,3.917,4.136,4.315,4.553,4.68,4.957,5.188,5.386,5.662,5.81,6.043,6.216,1.825,1.626,1.427,1.294,1.206,1.119,1.035,1.055,1.015,0.958,0.914,0.914,0.884,0.881,0.864,0.8,0.833,0.836,0.817,0.841,0.825,0.832,0.838,0.826,0.815,0.814,0.845,0.874,0.894,0.867,0.933,0.92,0.992,0.991,1.077,1.111,1.149,1.228,1.345,1.421,1.582,1.849,6.314,5.942,5.674,5.401,5.105,4.935,4.708,4.509,4.306,4.153,3.971,3.816,3.598,3.478
3.752000093460083,-3.5,-34.308,10.603,-0.564,17.229,0.0,-12.817,0.845,-0.535,1.546,-0.204,3.554,3.768,3.981,4.161,4.345,4.563,4.781,5.024,5.225,5.459,5.653,5.901,6.109,6.285,1.733,1.582,1.343,1.194,1.191,1.101,1.048,1.029,0.973,0.941,0.915,0.875,0.91,0.859,0.89,0.836,0.829,0.852,0.787,0.827,0.801,0.843,0.809,0.796,0.84,0.833,0.856,0.893,0.908,0.889,0.94,0.949,0.991,1.022,1.079,1.044,1.171,1.2,1.388,1.484,1.694,7.175,6.62,6.185,5.808,5.456,5.168,4.889,4.598,4.412,4.248,4.045,3.818,3.676
3.321000099182129,-1.649999976158142,-33.998,11.018,-0.863,17.341,0.0,-4.569,0.65,-0.76,1.686,-0.3,3.034,3.179,3.341,3.436,3.692,3.858,4.039,4.206,4.404,4.677,4.859,5.075,5.287,5.494,5.692,5.881,6.131,1.998,1.597,1.454,1.367,1.226,1.187,1.122,1.029,1.014,0.925,0.911,0.913,0.88,0.855,0.864,0.877,0.865,0.824,0.823,0.824,0.827,0.835,0.829,0.81,0.83,0.84,0.844,0.819,0.862,0.871,0.865,0.915,0.969,0.97,1.023,1.074,1.116,1.193,1.234,1.369,1.539,2.009,8.208,7.373,6.66,6.11,5.674,5.259,4.948,4.628,4.411
1.7549999952316284,3.5,-33.624,11.38,-0.939,17.441,0.0,1.084,0.59,-0.807,1.598,-0.349,3.273,3.441,3.588,3.786,3.939,4.164,4.353,4.568,4.728,4.945,5.135,5.372,5.589,5.821,6.0,6.219,1.755,1.532,1.353,1.261,1.149,1.104,1.062,0.987,0.964,0.945,0.927,0.895,0.885,0.86,0.832,0.807,0.797,0.798,0.823,0.759,0.757,0.825,0.8,0.838,0.805,0.812,0.784,0.822,0.814,0.863,0.907,0.951,0.916,1.017,0.999,1.084,1.097,1.178,1.307,1.522,1.841,12.787,10.494,8.921,7.646,6.789,6.134,5.598,5.176,4.783,4.432,4.16
-5.579999923706055,3.007999897003174,-33.194,11.679,-0.889,17.494,0.0,2.79,0.63,-0.777,1.397,-0.253,4.076,4.248,4.434,4.627,4.867,5.028,5.234,5.43,5.667,5.842,6.074,1.723,1.505,1.366,1.214,1.168,1.163,0.99,0.949,0.92,0.875,0.873,0.883,0.832,0.839,0.811,0.797,0.78,0.776,0.798,0.772,0.781,0.731,0.754,0.796,0.774,0.78,0.729,0.796,0.821,0.796,0.885,0.859,0.905,0.933,0.973,1.061,1.084,1.216,1.238,1.442,1.716,2.469,24.561,18.372,13.668,10.715,8.773,7.478,6.547,5.722,5.243,4.723,4.392,4.066,3.81,3.506,3.333
3.532999992370605,-3.5,-32.726,11.912,-0.89,17.326,0.0,-4.889,0.63,-0.777,1.268,-0.163,4.75,4.906,5.095,5.295,5.489,5.706,5.97,2.022,1.596,1.305,1.198,1.17,1.088,1.059,0.925,0.929,0.912,0.855,0.833,0.836,0.798,0.765,0.786,0.786,0.723,0.731,0.729,0.726,0.733,0.731,0.769,0.724,0.784,0.795,0.823,0.813,0.802,0.874,0.905,0.873,0.925,0.973,1.042,1.075,1.119,1.262,1.377,1.556,1.762,2.081,3.02,11.983,23.263,24.272,15.869,11.701,9.207,7.548,6.375,5.606,4.999,4.51,4.113,3.766,3.492,3.28,3.029,2.88
7.0,3.5,-32.235,12.085,-0.981,17.432,0.0,0.27,0.557,-0.831,1.235,-0.259,4.999,5.159,5.365,5.6,5.791,5.968,1.745,1.536,1.271,1.143,1.128,1.024,1.002,0.928,0.89,0.865,0.874,0.801,0.797,0.8,0.803,0.773,0.753,0.768,0.763,0.753,0.751,0.773,0.767,0.756,0.76,0.812,0.815,0.804,0.806,0.848,0.862,0.88,0.931,0.998,1.015,1.05,1.151,1.19,1.27,1.406,1.485,1.672,1.829,2.173,2.829,3.913,6.842,20.48,22.925,23.886,14.045,10.402,8.077,6.583,5.545,4.962,4.347,3.98,3.626,3.332,3.059,2.811
0.9890000224113464,3.5,-31.723,12.196,-0.929,17.552,0.0,4.377,0.598,-0.801,1.069,-0.163,5.818,1.956,1.546,1.29,1.212,1.145,1.078,1.083,0.979,0.963,0.949,0.899,0.847,0.867,0.863,0.873,0.816,0.769,0.767,0.788,0.785,0.772,0.777,0.814,0.821,0.822,0.82,0.818,0.875,0.843,0.853,0.902,0.905,0.945,0.993,1.037,1.025,1.057,1.165,1.211,1.249,1.331,1.409,1.582,1.723,1.987,2.198,2.701,3.166,4.133,6.005,10.671,21.437,22.831,18.268,11.553,8.873,6.917,5.669,4.918,4.306,3.808,3.491,3.181,2.88,2.692,2.561,2.338
7.0,-3.2669999599456787,-31.2,12.252,-0.795,17.581,0.0,4.714,0.7,-0.714,0.841,-0.067,1.167,1.098,1.018,1.001,0.977,0.945,0.939,0.893,0.897,0.908,0.857,0.859,0.855,0.842,0.859,0.879,0.86,0.858,0.854,0.842,0.859,0.859,0.852,0.864,0.908,0.904,0.9,0.942,0.939,0.986,1.024,1.022,1.078,1.193,1.253,1.275,1.381,1.413,1.594,1.682,1.883,2.091,2.314,2.683,3.253,3.945,5.169,7.492,13.532,21.297,22.451,16.033,10.346,8.01,6.238,5.16,4.507,3.859,3.447,3.139,2.842,2.643,2.402,2.276,2.125,2.061,1.916,1.843
-2.681999921798706,3.5,-30.671,12.263,-0.627,17.7,0.0,6.815,0.81,-0.587,0.602,-0.163,0.999,0.94,0.944,0.959,0.897,0.917,0.894,0.852,0.849,0.855,0.865,0.841,0.851,0.864,0.861,0.86,0.878,0.885,0.904,0.947,0.945,0.924,0.991,0.988,1.021,1.038,1.103,1.156,1.201,1.244,1.302,1.405,1.512,1.545,1.772,1.869,2.076,2.333,2.546,3.011,3.475,4.346,5.584,7.702,13.391,20.669,21.913,16.161,10.153,7.827,6.031,4.889,4.248,3.644,3.357,2.98,2.73,2.451,2.279,2.169,2.031,1.926,1.875,1.721,1.674,1.654,1.542,1.519
4.00600004196167,1.2869999408721924,-30.142,12.239,-0.457,17.619,0.0,3.809,0.897,-0.441,0.379,-0.067,0.931,0.918,0.922,0.895,0.911,0.855,0.857,0.881,0.863,0.859,0.867,0.895,0.938,0.959,0.939,0.929,0.946,0.984,0.988,1.074,1.077,1.118,1.171,1.169,1.236,1.34,1.363,1.455,1.592,1.678,1.763,1.96,2.169,2.364,2.676,3.102,3.565,4.458,5.748,8.083,13.485,20.155,21.318,17.404,10.283,7.633,5.989,4.813,4.071,3.583,3.148,2.86,2.593,2.403,2.271,2.106,1.989,1.842,1.763,1.736,1.601,1.552,1.527,1.446,1.434,1.377,1.321,1.344
-3.6050000190734863,2.424999952316284,-29.614,12.192,-0.337,17.738,0.0,4.301,0.944,-0.33,0.228,-0.029,0.912,0.877,0.864,0.862,0.906,0.902,0.918,0.904,0.902,0.9,0.912,0.965,0.943,0.998,1.039,1.022,1.04,1.074,1.183,1.161,1.204,1.234,1.292,1.449,1.504,1.571,1.699,1.817,1.974,2.113,2.351,2.674,3.034,3.581,4.289,5.571,7.568,11.99,19.395,20.524,21.309,11.083,7.993,6.083,4.863,4.185,3.595,3.219,2.944,2.669,2.359,2.229,2.065,1.955,1.842,1.786,1.683,1.606,1.563,1.453,1.44,1.358,1.375,1.353,1.289,1.219,1.226,1.254
1.9299999475479128,-3.5,-29.086,12.131,-0.222,17.63,0.0,3.191,0.976,-0.22,0.097,0.044,0.91,0.909,0.913,0.891,0.957,0.937,0.95,0.948,0.95,0.995,0.985,0.994,1.083,1.073,1.096,1.133,1.159,1.202,1.26,1.311,1.384,1.412,1.558,1.629,1.719,1.924,2.098,2.274,2.56,2.923,3.415,4.058,5.075,6.713,10.057,18.049,19.66,20.504,12.909,8.587,6.581,5.254,4.302,3.764,3.339,2.993,2.726,2.498,2.244,2.149,1.945,1.898,1.757,1.646,1.623,1.541,1.471,1.468,1.42,1.368,1.326,1.291,1.292,1.222,1.202,1.208,1.169,1.145
-0.5619999766349792,-3.5,-28.561,12.064,-0.126,17.687,0.0,2.887,0.992,-0.126,-0.003,-0.052,0.937,0.926,0.928,0.916,0.917,0.917,0.976,0.978,0.989,1.001,1.049,1.057,1.127,1.133,1.181,1.24,1.273,1.354,1.425,1.473,1.596,1.718,1.772,1.963,2.065,2.339,2.628,2.994,3.565,4.242,5.42,7.135,10.844,17.958,19.297,20.14,11.758,8.37,6.376,5.036,4.239,3.688,3.188,2.849,2.629,2.403,2.313,2.053,1.984,1.832,1.747,1.665,1.568,1.505,1.512,1.426,1.391,1.307,1.338,1.3,1.258,1.229,1.197,1.227,1.172,1.196,1.188,1.125
2.6630001068115234,2.121000051498413,-28.035,11.995,-0.051,17.671,0.0,1.559,0.999,-0.051,-0.079,-0.148,0.962,0.936,0.936,0.94,0.941,0.952,0.989,1.045,1.055,1.061,1.07,1.097,1.21,1.23,1.303,1.327,1.388,1.493,1.557,1.657,1.793,1.908,2.1,2.296,2.549,2.992,3.381,4.014,5.015,6.634,9.363,16.694,18.515,19.42,13.536,8.841,6.75,5.44,4.56,3.855,3.311,3.024,2.707,2.44,2.308,2.109,1.991,1.815,1.8,1.67,1.596,1.548,1.504,1.422,1.337,1.385,1.335,1.256,1.224,1.241,1.25,1.2,1.204,1.157,1.164,1.11,1.19,1.153
-0.1979999989271164,1.059000015258789,-27.509,11.927,-0.022,17.75,0.0,-0.061,1.0,-0.022,-0.104,-0.084,0.889,0.938,0.979,0.966,0.974,0.981,1.006,1.014,1.018,1.107,1.126,1.16,1.192,1.22,1.328,1.35,1.433,1.479,1.619,1.679,1.876,1.991,2.243,2.482,2.817,3.176,3.774,4.558,5.867,8.215,13.891,17.589,18.542,19.194,9.973,7.34,5.69,4.67,4.048,3.464,3.117,2.776,2.544,2.338,2.223,1.995,1.926,1.797,1.674,1.654,1.567,1.512,1.448,1.42,1.338,1.305,1.299,1.276,1.256,1.229,1.171,1.169,1.14,1.17,1.124,1.145,1.137,1.153
