# This is F1TENTH simulation from 04.01.2024 at time 18:13:03
# Done with git-revision: unknown
# Starting position :,"[3.62, 6.26, 0.378]"
# Saving: 0.02 s
# Speedfactor 0.9
# Controller: Blank-MPPI-1
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,WYPT_REL_X_00,WYPT_REL_X_01,WYPT_REL_X_02,WYPT_REL_X_03,WYPT_REL_X_04,WYPT_REL_X_05,WYPT_REL_X_06,WYPT_REL_X_07,WYPT_REL_X_08,WYPT_REL_X_09,WYPT_REL_X_10,WYPT_REL_X_11,WYPT_REL_X_12,WYPT_REL_X_13,WYPT_REL_X_14,WYPT_REL_X_15,WYPT_REL_X_16,WYPT_REL_X_17,WYPT_REL_X_18,WYPT_REL_X_19,WYPT_REL_Y_00,WYPT_REL_Y_01,WYPT_REL_Y_02,WYPT_REL_Y_03,WYPT_REL_Y_04,WYPT_REL_Y_05,WYPT_REL_Y_06,WYPT_REL_Y_07,WYPT_REL_Y_08,WYPT_REL_Y_09,WYPT_REL_Y_10,WYPT_REL_Y_11,WYPT_REL_Y_12,WYPT_REL_Y_13,WYPT_REL_Y_14,WYPT_REL_Y_15,WYPT_REL_Y_16,WYPT_REL_Y_17,WYPT_REL_Y_18,WYPT_REL_Y_19,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015,imu_a_x,imu_a_y,imu_a_z,imu_ang_x,imu_ang_y,imu_ang_z,translational_control_applied,angular_control_applied,mu
5.16,-3.542,5.483,-0.233,0.973,-0.231,-8.523,5.36,0.116,-0.192,-0.001,4.646,-8.31,-7.927,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,5.364,5.248,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,4.561,4.251,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,0.206,0.605,0.996,1.367,1.698,1.957,2.099,2.132,2.089,2.007,1.918,1.856,1.859,1.964,2.192,2.515,2.894,3.291,3.689,4.079,0.052,0.028,-0.053,-0.2,-0.423,-0.725,-1.097,-1.494,-1.892,-2.283,-2.673,-3.068,-3.467,-3.851,-4.176,-4.409,-4.535,-4.571,-4.536,-4.45,2.17,1.951,1.722,1.607,1.464,1.405,1.404,1.353,1.313,1.308,1.348,1.411,1.403,1.471,1.584,4.256,4.374,4.502,4.403,4.106,3.951,3.789,3.818,3.784,3.763,3.807,2.636,2.053,1.664,1.463,1.248,1.158,1.062,1.035,0.955,0.884,0.894,0.885,0.923,0.949,-6.812,5.722,-9.81,0.0,0.0,-3.304,-0.001,4.646,0.9
5.18,-3.767,5.373,-0.306,0.954,-0.301,-8.414,5.347,0.155,-0.128,-0.039,4.511,-7.927,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,5.248,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,4.251,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,0.494,0.89,1.271,1.617,1.898,2.067,2.128,2.114,2.061,2.001,1.968,2.0,2.132,2.384,2.723,3.11,3.509,3.903,4.286,4.657,0.053,0.001,-0.12,-0.317,-0.6,-0.96,-1.354,-1.754,-2.15,-2.545,-2.944,-3.342,-3.717,-4.025,-4.233,-4.331,-4.338,-4.274,-4.16,-4.011,2.32,2.059,1.794,1.65,1.491,1.457,1.379,1.359,1.298,1.297,1.312,1.343,1.339,1.398,1.495,4.172,4.207,4.332,4.493,4.176,3.936,3.797,3.712,3.665,3.67,3.719,3.522,2.498,1.985,1.616,1.393,1.303,1.143,1.067,1.003,0.959,0.909,0.897,0.905,0.971,-7.059,9.558,-9.81,0.0,0.0,-3.655,-0.039,4.511,0.9
5.2,-4.0,5.228,-0.382,0.928,-0.373,-8.309,5.33,0.194,-0.128,0.058,4.451,-7.927,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,5.248,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,4.251,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,0.385,0.783,1.172,1.533,1.834,2.03,2.121,2.138,2.115,2.085,2.083,2.145,2.306,2.58,2.934,3.327,3.726,4.114,4.487,4.846,0.067,0.045,-0.046,-0.216,-0.477,-0.823,-1.212,-1.611,-2.01,-2.409,-2.808,-3.203,-3.567,-3.854,-4.036,-4.104,-4.081,-3.988,-3.844,-3.668,2.66,2.226,1.906,1.754,1.59,1.456,1.385,1.366,1.291,1.257,1.305,1.311,1.326,1.348,1.401,4.125,4.127,4.161,4.249,4.248,3.941,3.812,3.703,3.582,3.522,3.557,3.606,3.255,2.355,1.886,1.56,1.383,1.264,1.136,1.04,1.058,0.999,0.962,0.953,0.944,-7.27,9.669,-9.81,0.0,0.0,-3.82,0.058,4.451,0.9
5.22,-4.364,5.065,-0.464,0.894,-0.448,-8.208,5.309,0.232,-0.128,0.058,4.509,-7.927,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,5.248,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,4.251,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,0.278,0.677,1.072,1.445,1.767,1.99,2.113,2.163,2.172,2.175,2.206,2.3,2.49,2.787,3.155,3.552,3.947,4.327,4.687,5.03,0.071,0.082,0.023,-0.118,-0.352,-0.682,-1.061,-1.458,-1.857,-2.257,-2.656,-3.044,-3.394,-3.658,-3.81,-3.846,-3.789,-3.665,-3.491,-3.286,3.02,2.389,2.034,1.85,1.653,1.49,1.401,1.337,1.294,1.229,1.26,1.271,1.263,1.291,1.34,1.407,3.986,3.997,4.056,4.237,4.031,3.818,3.638,3.564,3.484,3.426,3.446,3.549,2.991,2.292,1.871,1.625,1.403,1.28,1.189,1.11,1.043,1.009,0.995,0.95,-9.012,8.492,-9.81,0.0,0.0,-4.098,0.058,4.509,0.9
5.24,-3.844,4.972,-0.55,0.853,-0.523,-8.11,5.285,0.267,-0.064,0.02,4.145,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,0.572,0.97,1.354,1.694,1.945,2.1,2.183,2.227,2.264,2.329,2.456,2.675,2.993,3.373,3.772,4.16,4.528,4.872,5.196,5.509,0.109,0.084,-0.024,-0.23,-0.539,-0.907,-1.298,-1.695,-2.093,-2.488,-2.866,-3.199,-3.436,-3.556,-3.558,-3.469,-3.312,-3.108,-2.875,-2.626,3.595,2.828,2.306,1.943,1.75,1.536,1.482,1.348,1.24,1.25,1.212,1.208,1.226,1.211,1.262,1.294,3.942,3.908,3.959,4.068,4.169,3.901,3.661,3.524,3.393,3.391,3.371,3.347,3.469,2.901,2.282,1.851,1.616,1.398,1.288,1.19,1.119,1.05,1.061,0.999,-8.854,7.471,-9.81,0.0,0.0,-4.275,0.02,4.145,0.9
5.26,-3.045,4.889,-0.623,0.812,-0.584,-8.015,5.256,0.29,-0.064,0.085,3.946,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,0.468,0.868,1.258,1.613,1.886,2.067,2.179,2.252,2.318,2.411,2.566,2.809,3.144,3.531,3.929,4.31,4.665,4.993,5.3,5.593,0.119,0.123,0.044,-0.137,-0.427,-0.782,-1.166,-1.559,-1.953,-2.342,-2.71,-3.026,-3.239,-3.331,-3.304,-3.186,-3.002,-2.774,-2.517,-2.246,4.445,3.198,2.515,2.089,1.839,1.615,1.494,1.423,1.271,1.227,1.23,1.205,1.175,1.167,1.225,1.288,3.918,3.827,3.835,3.897,3.96,3.995,3.722,3.542,3.375,3.271,3.269,3.28,3.256,3.343,2.773,2.178,1.826,1.61,1.428,1.248,1.23,1.171,1.079,1.056,-6.436,7.392,-9.81,0.0,0.0,-3.675,0.085,3.946,0.9
5.28,-2.559,4.805,-0.683,0.776,-0.631,-7.924,5.223,0.293,0.0,-0.023,3.96,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,0.368,0.767,1.162,1.526,1.816,2.018,2.152,2.248,2.338,2.454,2.63,2.891,3.238,3.63,4.026,4.4,4.743,5.057,5.348,5.625,0.114,0.142,0.086,-0.073,-0.346,-0.69,-1.067,-1.455,-1.844,-2.227,-2.585,-2.886,-3.079,-3.148,-3.097,-2.956,-2.752,-2.505,-2.23,-1.942,5.497,3.705,2.705,2.181,1.902,1.639,1.488,1.377,1.307,1.252,1.208,1.189,1.095,1.134,1.144,1.207,3.857,3.726,3.725,3.753,3.868,3.966,3.751,3.492,3.348,3.295,3.21,3.147,3.186,3.216,3.328,2.602,2.119,1.732,1.601,1.387,1.292,1.239,1.168,1.088,-5.378,3.864,-9.81,0.0,0.0,-2.967,-0.023,3.96,0.9
5.3,-2.21,4.704,-0.732,0.744,-0.668,-7.836,5.186,0.289,-0.064,0.112,3.678,-7.566,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,5.079,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,3.948,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,0.272,0.668,1.066,1.438,1.74,1.959,2.112,2.227,2.335,2.47,2.663,2.939,3.295,3.69,4.083,4.449,4.782,5.084,5.36,5.623,0.101,0.149,0.112,-0.029,-0.288,-0.621,-0.99,-1.374,-1.758,-2.134,-2.484,-2.771,-2.947,-2.996,-2.926,-2.768,-2.547,-2.284,-1.996,-1.694,8.68,4.196,3.0,2.402,1.947,1.687,1.504,1.422,1.253,1.203,1.138,1.152,1.105,1.095,1.109,1.158,3.779,3.721,3.667,3.668,3.693,3.83,3.719,3.525,3.343,3.221,3.09,3.114,3.092,3.123,3.207,3.016,2.397,1.965,1.706,1.555,1.467,1.306,1.253,1.199,-4.599,-0.015,-9.81,0.0,0.0,-2.458,0.112,3.678,0.9
5.32,-2.036,4.617,-0.776,0.713,-0.701,-7.752,5.144,0.276,0.0,0.003,3.694,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,0.572,0.971,1.349,1.663,1.896,2.065,2.197,2.322,2.474,2.682,2.971,3.334,3.731,4.12,4.479,4.802,5.091,5.355,5.604,5.85,0.149,0.13,0.005,-0.239,-0.563,-0.925,-1.302,-1.682,-2.052,-2.392,-2.667,-2.827,-2.859,-2.771,-2.597,-2.361,-2.086,-1.785,-1.472,-1.158,8.748,4.652,3.199,2.464,2.009,1.699,1.498,1.375,1.249,1.199,1.141,1.101,1.056,1.056,1.05,1.058,3.721,3.641,3.556,3.568,3.645,3.704,3.784,3.546,3.292,3.184,3.072,3.001,2.998,3.055,3.071,3.144,2.653,2.167,1.913,1.645,1.55,1.44,1.314,1.256,-4.282,-2.756,-9.81,0.0,0.0,-2.222,0.003,3.694,0.9
5.34,-1.125,4.58,-0.813,0.688,-0.726,-7.671,5.099,0.262,0.064,-0.042,3.531,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,0.478,0.877,1.26,1.582,1.827,2.009,2.154,2.294,2.459,2.679,2.978,3.347,3.744,4.13,4.482,4.796,5.076,5.328,5.566,5.801,0.143,0.138,0.027,-0.206,-0.521,-0.876,-1.249,-1.624,-1.988,-2.32,-2.585,-2.732,-2.749,-2.647,-2.459,-2.212,-1.926,-1.616,-1.295,-0.971,8.752,5.275,3.343,2.567,2.015,1.698,1.48,1.307,1.198,1.139,1.097,1.003,1.01,0.998,0.996,1.008,3.716,3.611,3.546,3.517,3.47,3.591,3.655,3.481,3.295,3.124,3.057,2.955,2.975,2.968,2.94,3.061,3.03,2.464,2.083,1.868,1.615,1.491,1.457,1.281,-2.832,-3.499,-9.81,0.0,0.0,-1.818,-0.042,3.531,0.9
5.36,-1.138,4.43,-0.835,0.671,-0.742,-7.595,5.051,0.243,0.0,-0.04,3.443,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,0.388,0.787,1.171,1.499,1.751,1.941,2.095,2.242,2.416,2.644,2.948,3.32,3.718,4.102,4.45,4.758,5.03,5.276,5.506,5.734,0.129,0.133,0.031,-0.195,-0.504,-0.856,-1.225,-1.596,-1.956,-2.284,-2.541,-2.68,-2.688,-2.578,-2.382,-2.128,-1.836,-1.52,-1.193,-0.865,8.807,5.781,3.435,2.562,2.012,1.647,1.475,1.248,1.183,1.102,1.083,0.937,0.959,0.966,0.939,1.039,3.684,3.52,3.472,3.409,3.398,3.472,3.551,3.451,3.281,3.121,2.958,2.94,2.842,2.861,2.912,2.988,3.054,2.685,2.258,1.936,1.762,1.592,1.508,1.396,-2.636,-3.328,-9.81,0.0,0.0,-1.13,-0.04,3.443,0.9
5.38,-1.376,4.263,-0.861,0.652,-0.759,-7.522,5.001,0.227,0.064,-0.121,3.426,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,0.3,0.698,1.085,1.419,1.678,1.878,2.041,2.198,2.38,2.617,2.928,3.303,3.701,4.082,4.424,4.726,4.991,5.229,5.45,5.669,0.117,0.131,0.039,-0.178,-0.481,-0.828,-1.193,-1.56,-1.916,-2.237,-2.487,-2.616,-2.614,-2.493,-2.289,-2.027,-1.728,-1.406,-1.074,-0.739,8.908,8.964,3.568,2.442,2.024,1.642,1.339,1.245,1.144,1.075,0.949,0.95,0.887,0.881,0.922,7.011,3.592,3.43,3.314,3.322,3.333,3.342,3.425,3.464,3.22,3.032,2.89,2.871,2.796,2.828,2.804,2.839,2.987,2.947,2.444,2.092,1.882,1.654,1.546,1.508,-6.432,-6.185,-9.81,0.0,0.0,-1.287,-0.121,3.426,0.9
5.4,-0.897,4.159,-0.886,0.633,-0.774,-7.455,4.95,0.212,0.0,-0.05,3.287,-7.239,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,4.85,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,3.652,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,0.214,0.612,1.002,1.34,1.608,1.815,1.987,2.154,2.344,2.589,2.905,3.284,3.682,4.06,4.397,4.692,4.95,5.179,5.393,5.604,0.104,0.128,0.045,-0.164,-0.46,-0.802,-1.162,-1.526,-1.877,-2.193,-2.435,-2.554,-2.542,-2.413,-2.2,-1.931,-1.625,-1.298,-0.96,-0.62,8.945,9.01,3.646,2.473,1.872,1.589,1.312,1.213,1.114,1.019,0.895,0.893,0.851,0.864,0.901,6.969,3.551,3.419,3.313,3.276,3.281,3.256,3.286,3.419,3.176,3.006,2.872,2.829,2.759,2.754,2.753,2.795,2.896,2.996,2.655,2.263,1.998,1.816,1.65,1.555,-6.595,-4.669,-9.81,0.0,0.0,-1.228,-0.05,3.287,0.9
5.42,-1.091,3.993,-0.906,0.617,-0.787,-7.391,4.898,0.194,0.064,-0.158,3.218,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,0.258,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,6.013,0.53,0.92,1.263,1.536,1.751,1.931,2.104,2.302,2.553,2.875,3.256,3.654,4.028,4.361,4.651,4.902,5.125,5.331,5.535,5.75,0.122,0.048,-0.154,-0.445,-0.782,-1.139,-1.5,-1.847,-2.157,-2.392,-2.504,-2.484,-2.347,-2.127,-1.852,-1.541,-1.209,-0.867,-0.523,-0.185,8.978,8.998,3.713,2.481,1.853,1.529,1.276,1.166,1.05,0.887,0.859,0.814,0.799,0.793,0.884,6.907,3.501,3.332,3.262,3.204,3.177,3.196,3.219,3.343,3.168,2.953,2.836,2.733,2.74,2.694,2.688,2.7,2.782,2.94,2.814,2.406,2.103,1.938,1.76,1.662,-5.252,-4.448,-9.81,0.0,0.0,-1.03,-0.158,3.218,0.9
5.44,-0.64,3.891,-0.925,0.602,-0.799,-7.331,4.846,0.179,0.0,-0.096,3.135,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,0.258,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,6.013,0.45,0.842,1.188,1.467,1.688,1.874,2.055,2.259,2.516,2.842,3.225,3.622,3.994,4.323,4.608,4.853,5.069,5.269,5.466,5.674,0.116,0.049,-0.147,-0.432,-0.765,-1.119,-1.476,-1.819,-2.125,-2.354,-2.458,-2.431,-2.286,-2.06,-1.78,-1.464,-1.128,-0.782,-0.434,-0.093,9.072,9.106,3.756,2.449,1.78,1.377,1.226,1.051,0.905,0.875,0.817,0.771,0.777,0.823,6.814,6.834,3.436,3.257,3.165,3.082,3.079,3.128,3.137,3.268,3.082,2.958,2.792,2.682,2.658,2.621,2.665,2.676,2.778,2.798,2.952,2.513,2.255,1.995,1.884,1.717,-6.655,-4.562,-9.81,0.0,0.0,-0.945,-0.096,3.135,0.9
5.46,-0.867,3.767,-0.939,0.591,-0.807,-7.275,4.793,0.153,-0.064,-0.156,3.209,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,0.258,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,6.013,0.372,0.765,1.114,1.397,1.623,1.814,1.999,2.209,2.47,2.798,3.183,3.58,3.95,4.276,4.556,4.797,5.008,5.204,5.396,5.599,0.108,0.046,-0.144,-0.426,-0.756,-1.107,-1.461,-1.801,-2.103,-2.328,-2.427,-2.394,-2.244,-2.014,-1.73,-1.411,-1.071,-0.722,-0.372,-0.028,9.093,9.155,3.793,2.385,1.741,1.326,1.166,1.057,0.875,0.822,0.771,0.718,0.8,0.781,6.784,6.77,3.359,3.217,3.11,3.043,3.008,3.006,3.092,3.165,3.085,2.929,2.777,2.668,2.601,2.556,2.576,2.581,2.689,2.755,2.875,2.727,2.391,2.081,1.963,1.83,-4.753,-4.292,-9.81,0.0,0.0,-0.697,-0.156,3.209,0.9
5.48,-1.04,3.655,-0.959,0.575,-0.818,-7.223,4.74,0.133,-0.064,-0.178,3.179,-6.968,-6.786,-6.733,-6.794,-6.927,-7.097,-7.274,-7.425,-7.514,-7.501,-7.354,-7.093,-6.754,-6.376,-5.98,-5.581,-5.182,-4.785,-4.389,-3.991,4.557,4.203,3.808,3.414,3.037,2.676,2.317,1.947,1.558,1.16,0.791,0.49,0.28,0.153,0.095,0.089,0.118,0.167,0.219,0.258,3.376,3.268,3.33,3.617,4.058,4.553,4.222,3.708,3.349,3.2,3.257,3.346,3.541,3.842,4.183,4.573,4.994,5.37,5.71,6.013,0.296,0.69,1.043,1.331,1.563,1.761,1.954,2.17,2.436,2.77,3.156,3.552,3.919,4.24,4.515,4.75,4.955,5.143,5.328,5.525,0.104,0.05,-0.134,-0.41,-0.736,-1.083,-1.434,-1.77,-2.067,-2.285,-2.376,-2.336,-2.179,-1.942,-1.652,-1.329,-0.985,-0.633,-0.278,0.07,9.217,9.158,3.85,2.35,1.66,1.301,1.106,0.89,0.798,0.742,0.683,0.686,0.751,6.927,6.772,6.67,3.314,3.179,3.044,2.958,2.921,2.934,2.973,3.011,3.12,2.907,2.733,2.648,2.552,2.538,2.506,2.579,2.584,2.647,2.842,2.895,2.516,2.249,2.024,1.889,-5.153,-6.009,-9.81,0.0,0.0,-0.976,-0.178,3.179,0.9
